city,type,bedrooms,bathrooms,area,price
Galle,house,2,2,3160,60600000.0
Battaramulla,land,0,0,3934,68500000.0
Kurunegala,apartment,5,6,3187,59600000.0
Galle,house,5,2,4789,93000000.0
Negombo,house,3,2,4014,81300000.0
Battaramulla,house,3,4,3991,106800000.0
Gampaha,house,4,1,3967,69500000.0
Kandy,house,5,1,4599,81700000.0
Negombo,house,3,3,4144,78700000.0
Battaramulla,apartment,1,2,3807,108500000.0
Rajagiriya,house,1,2,1263,37900000.0
Rajagiriya,house,2,1,1838,55900000.0
Colombo,apartment,5,4,2946,138700000.0
Negombo,house,1,2,1614,33000000.0
Battaramulla,house,4,5,1981,59300000.0
Kandy,apartment,2,2,2523,55400000.0
Dehiwala,house,5,5,2697,81400000.0
Dehiwala,house,3,2,4683,120900000.0
Kurunegala,apartment,3,1,805,17300000.0
Kurunegala,house,4,3,4214,59000000.0
Colombo,apartment,4,5,2665,127900000.0
Battaramulla,house,2,2,1048,28700000.0
Negombo,house,5,1,1120,27400000.0
Dehiwala,apartment,5,1,3011,97200000.0
Colombo,apartment,4,4,1855,83600000.0
Kurunegala,house,4,5,3441,53400000.0
Rajagiriya,apartment,2,1,2240,81600000.0
Dehiwala,apartment,5,2,1582,59100000.0
Galle,house,3,1,2279,44500000.0
Galle,house,4,1,3784,73700000.0
Gampaha,land,0,0,3107,31200000.0
Colombo,house,5,2,3883,151300000.0
Battaramulla,house,2,1,4029,97300000.0
Dehiwala,house,2,1,1879,49100000.0
Colombo,house,1,1,3697,128900000.0
Battaramulla,apartment,1,2,4955,151300000.0
Rajagiriya,house,2,2,2625,77700000.0
Colombo,apartment,1,2,3532,159400000.0
Colombo,house,5,6,4472,172200000.0
Dehiwala,house,1,1,1666,44400000.0
Rajagiriya,apartment,1,1,3841,135600000.0
Rajagiriya,house,4,4,1639,57900000.0
Galle,apartment,4,2,1551,41500000.0
Negombo,house,2,2,2317,45400000.0
Colombo,house,2,1,4151,155300000.0
Rajagiriya,house,3,3,1048,38600000.0
Nugegoda,house,2,2,2127,51700000.0
Galle,house,2,3,3889,72200000.0
Negombo,house,2,3,2653,53100000.0
Dehiwala,apartment,1,2,2616,83900000.0
Galle,land,0,0,6247,73400000.0
Kandy,land,0,0,7302,78300000.0
Galle,house,5,1,2479,51000000.0
Dehiwala,house,5,6,3279,98900000.0
Galle,house,2,1,2902,50700000.0
Kurunegala,house,3,2,2935,39700000.0
Negombo,house,1,2,1199,25500000.0
Galle,land,0,0,6393,78600000.0
Rajagiriya,house,2,2,3949,115900000.0
Galle,house,3,4,972,25700000.0
Negombo,house,1,2,3318,63100000.0
Nugegoda,house,3,4,3088,80700000.0
Battaramulla,house,3,4,4757,117700000.0
Nugegoda,apartment,4,4,3894,116100000.0
Galle,apartment,2,2,855,21500000.0
Kurunegala,house,3,1,3898,49900000.0
Nugegoda,house,5,2,4558,114800000.0
Battaramulla,house,1,1,2949,70600000.0
Rajagiriya,house,3,4,2410,78400000.0
Nugegoda,house,3,1,2080,52400000.0
Rajagiriya,house,1,1,3627,103200000.0
Battaramulla,house,1,2,1689,43800000.0
Galle,house,1,1,3887,68600000.0
Colombo,land,0,0,6985,170700000.0
Nugegoda,house,1,2,1021,26600000.0
Battaramulla,apartment,1,2,1904,55900000.0
Battaramulla,house,1,2,759,21400000.0
Colombo,house,3,3,2398,90200000.0
Dehiwala,house,5,3,2908,79000000.0
Battaramulla,house,1,2,4886,118100000.0
Rajagiriya,apartment,3,1,4221,143500000.0
Dehiwala,apartment,1,2,4433,140800000.0
Dehiwala,apartment,5,3,2395,83300000.0
Kandy,house,1,2,2129,37900000.0
Galle,house,3,4,1151,29500000.0
Nugegoda,apartment,1,2,4971,146800000.0
Galle,apartment,1,2,2030,43300000.0
Kandy,apartment,1,1,896,19700000.0
Negombo,house,1,2,763,17300000.0
Kurunegala,land,0,0,2423,19400000.0
Kandy,house,3,4,4719,81100000.0
Dehiwala,house,4,4,1659,49300000.0
Kurunegala,apartment,4,1,3143,53500000.0
Gampaha,house,4,5,1769,36800000.0
Dehiwala,house,3,3,1788,49800000.0
Galle,land,0,0,8195,97100000.0
Kurunegala,house,5,2,4403,59300000.0
Nugegoda,land,0,0,6494,105700000.0
Battaramulla,house,2,1,4317,112700000.0
Nugegoda,land,0,0,6873,112700000.0
Nugegoda,house,4,4,2524,65100000.0
Kurunegala,apartment,5,5,3989,70200000.0
Kandy,house,2,2,3470,57900000.0
Colombo,house,2,3,3263,117600000.0
Kurunegala,house,2,3,1114,19600000.0
Gampaha,apartment,2,3,3600,68200000.0
Battaramulla,house,1,1,4709,120000000.0
Nugegoda,apartment,4,3,3778,117700000.0
Dehiwala,house,4,1,1615,45300000.0
Rajagiriya,apartment,3,1,2765,94000000.0
Kandy,house,4,2,2629,52100000.0
Dehiwala,house,3,2,4506,125000000.0
Kandy,house,4,2,1674,33900000.0
Battaramulla,house,3,3,3567,92000000.0
Colombo,house,3,3,3398,129700000.0
Colombo,house,3,3,1020,45100000.0
Rajagiriya,apartment,2,3,2462,92600000.0
Nugegoda,house,3,3,2535,68700000.0
Rajagiriya,house,5,6,3347,110200000.0
Nugegoda,apartment,4,3,3868,120900000.0
Kurunegala,apartment,5,1,1819,34100000.0
Colombo,house,4,2,4008,145900000.0
Galle,apartment,2,1,2309,52500000.0
Gampaha,house,3,1,3531,59500000.0
Kurunegala,house,4,5,2651,44500000.0
Kurunegala,house,1,2,3420,46700000.0
Nugegoda,house,3,3,4915,124400000.0
Negombo,house,5,3,1631,39700000.0
Kurunegala,house,4,2,3735,52500000.0
Rajagiriya,apartment,5,4,1006,47500000.0
Colombo,house,2,1,2190,80900000.0
Galle,house,1,2,4149,77400000.0
Kandy,apartment,5,6,3590,83600000.0
Kurunegala,land,0,0,3096,26400000.0
Rajagiriya,apartment,1,2,2139,73700000.0
Colombo,apartment,4,4,1726,78600000.0
Kurunegala,house,3,3,3969,52700000.0
Negombo,apartment,2,1,4933,115500000.0
Negombo,house,1,2,4394,80200000.0
Dehiwala,house,2,1,4364,109600000.0
Galle,house,3,1,4650,83300000.0
Kurunegala,apartment,4,3,4957,80500000.0
Negombo,apartment,1,1,4560,100500000.0
Negombo,apartment,3,3,2322,58500000.0
Dehiwala,house,5,2,4710,130600000.0
Kurunegala,house,2,2,3172,44700000.0
Kandy,house,4,4,4248,80700000.0
Colombo,apartment,5,5,1208,61300000.0
Rajagiriya,house,3,2,1943,59700000.0
Colombo,house,3,2,2048,79600000.0
Dehiwala,house,2,1,3396,89600000.0
Rajagiriya,house,1,2,3901,107400000.0
Gampaha,apartment,5,6,4315,91500000.0
Nugegoda,house,3,1,4968,114000000.0
Colombo,house,1,1,4868,172300000.0
Nugegoda,house,3,4,4004,96300000.0
Gampaha,house,5,4,3054,59200000.0
Nugegoda,apartment,3,4,3888,112100000.0
Kurunegala,apartment,5,4,1824,38000000.0
Colombo,apartment,2,3,1751,80900000.0
Rajagiriya,house,5,2,3289,105100000.0
Dehiwala,house,5,1,1738,52700000.0
Battaramulla,house,2,3,3214,81800000.0
Dehiwala,apartment,1,1,1201,39100000.0
Nugegoda,apartment,2,3,4088,123200000.0
Gampaha,apartment,1,2,3882,72100000.0
Colombo,apartment,1,1,4989,213300000.0
Negombo,apartment,3,2,2196,53000000.0
Nugegoda,house,1,2,1614,40600000.0
Kurunegala,house,1,1,2160,27300000.0
Battaramulla,house,4,3,1348,42200000.0
Colombo,apartment,5,3,4148,177500000.0
Negombo,apartment,4,2,2381,56900000.0
Gampaha,house,1,2,3253,51800000.0
Battaramulla,apartment,1,1,2255,65600000.0
Colombo,house,2,1,1038,39100000.0
Nugegoda,house,2,3,3883,93800000.0
Kurunegala,house,2,1,3440,44500000.0
Kurunegala,house,3,4,2245,37000000.0
Dehiwala,apartment,2,1,1647,52100000.0
Nugegoda,house,3,1,1165,32300000.0
Nugegoda,apartment,4,2,3794,111500000.0
Galle,apartment,3,2,4311,96800000.0
Negombo,house,1,2,1457,30700000.0
Dehiwala,house,2,2,1726,48800000.0
Galle,house,5,4,3651,74100000.0
Kandy,house,5,1,1804,37400000.0
Kandy,apartment,1,2,3497,67400000.0
Dehiwala,land,0,0,1544,27700000.0
Battaramulla,house,5,3,3880,105700000.0
Dehiwala,house,1,1,1206,33300000.0
Galle,house,2,1,1896,36600000.0
Negombo,land,0,0,9634,125600000.0
Colombo,house,3,2,4266,153900000.0
Kurunegala,land,0,0,5775,46900000.0
Rajagiriya,house,1,1,1919,58100000.0
Gampaha,house,1,1,4667,71200000.0
Galle,apartment,3,4,2941,65400000.0
Nugegoda,land,0,0,7839,127000000.0
Galle,apartment,1,1,4035,86100000.0
Galle,house,2,1,3994,72600000.0
Rajagiriya,apartment,5,6,3844,148700000.0
Rajagiriya,apartment,3,2,1911,70400000.0
Galle,house,5,5,4548,86400000.0
Colombo,house,2,2,4968,171200000.0
Kandy,apartment,1,2,2892,58900000.0
Gampaha,apartment,5,5,4083,84100000.0
Nugegoda,apartment,5,5,3898,116200000.0
Kandy,house,4,2,4343,79400000.0
Nugegoda,house,3,3,4276,106700000.0
Kandy,apartment,2,3,3294,70100000.0
Kandy,apartment,2,1,4988,96000000.0
Dehiwala,apartment,4,1,2881,95400000.0
Nugegoda,apartment,3,3,1531,50700000.0
Gampaha,house,4,3,3830,63300000.0
Gampaha,house,2,3,4100,65600000.0
Kurunegala,house,5,5,4768,70100000.0
Dehiwala,house,5,2,2323,64800000.0
Colombo,land,0,0,7250,183100000.0
Negombo,house,1,2,3133,62100000.0
Nugegoda,land,0,0,5635,91400000.0
Kandy,apartment,5,2,928,27200000.0
Galle,house,4,4,1962,42500000.0
Colombo,house,4,1,4566,173300000.0
Negombo,house,5,6,3142,72700000.0
Negombo,house,5,3,937,28400000.0
Gampaha,apartment,3,1,2554,52600000.0
Negombo,apartment,1,1,1309,32100000.0
Dehiwala,house,3,1,1434,41400000.0
Rajagiriya,apartment,4,1,3481,117900000.0
Kandy,house,3,2,2170,39300000.0
Colombo,house,5,4,3854,145300000.0
Dehiwala,land,0,0,9168,152400000.0
Negombo,apartment,1,2,1230,28700000.0
Kandy,house,2,1,1948,33800000.0
Nugegoda,land,0,0,6467,107800000.0
Dehiwala,house,1,1,2175,56500000.0
Kandy,house,3,4,1647,36400000.0
Rajagiriya,house,2,2,2768,85400000.0
Dehiwala,house,4,1,2609,69300000.0
Battaramulla,house,4,5,4846,123600000.0
Negombo,apartment,1,2,2491,56800000.0
Dehiwala,house,3,3,1647,49600000.0
Dehiwala,apartment,2,3,4634,138000000.0
Kurunegala,apartment,4,3,4056,64900000.0
Kurunegala,house,5,1,3288,46500000.0
Kurunegala,house,2,1,2469,34100000.0
Negombo,house,4,2,1585,36000000.0
Gampaha,house,3,3,790,19000000.0
Colombo,house,5,2,3165,118900000.0
Battaramulla,house,2,3,3838,98200000.0
Dehiwala,house,3,4,1980,57400000.0
Nugegoda,house,1,1,3344,82200000.0
Negombo,house,5,4,1056,31400000.0
Gampaha,apartment,4,1,992,24400000.0
Galle,apartment,4,3,3859,89800000.0
Colombo,apartment,1,2,1462,66100000.0
Gampaha,house,5,4,2254,45000000.0
Negombo,house,3,1,2833,57200000.0
Rajagiriya,apartment,1,2,2244,79700000.0
Kandy,house,1,1,4972,80800000.0
Negombo,apartment,2,2,3926,87200000.0
Colombo,house,4,5,1243,56100000.0
Dehiwala,house,4,3,1299,43100000.0
Rajagiriya,apartment,3,2,939,39500000.0
Kandy,house,4,5,2585,49900000.0
Kurunegala,land,0,0,2316,20400000.0
Dehiwala,house,3,3,1895,55000000.0
Colombo,land,0,0,1296,32500000.0
Negombo,house,5,3,757,23700000.0
Kurunegala,house,5,3,2037,36100000.0
Galle,apartment,5,4,4335,100500000.0
Rajagiriya,house,3,4,1604,55600000.0
Battaramulla,apartment,2,2,1022,35900000.0
Galle,house,4,4,1672,36700000.0
Battaramulla,apartment,4,3,4973,156400000.0
Rajagiriya,apartment,2,1,3588,128800000.0
Battaramulla,house,1,2,4704,115300000.0
Nugegoda,house,5,6,4697,123300000.0
Kurunegala,apartment,1,1,1282,20100000.0
Rajagiriya,house,2,3,761,26100000.0
Colombo,house,2,2,2556,90700000.0
Colombo,house,3,1,4409,154000000.0
Galle,house,1,2,2604,48700000.0
Colombo,house,4,5,4931,184500000.0
Gampaha,house,4,3,3842,69700000.0
Galle,house,1,2,894,18200000.0
Gampaha,house,2,1,1543,26000000.0
Gampaha,house,2,2,4713,76300000.0
Kurunegala,house,3,1,4777,61000000.0
Battaramulla,apartment,4,3,4942,150100000.0
Negombo,house,4,5,1994,49100000.0
Kandy,land,0,0,2843,31600000.0
Colombo,house,2,2,1081,42400000.0
Kandy,land,0,0,7025,76300000.0
Kurunegala,house,2,1,3615,47400000.0
Negombo,land,0,0,9656,121500000.0
Battaramulla,house,1,2,1152,30100000.0
Galle,apartment,5,5,3789,86300000.0
Kurunegala,apartment,4,3,1142,25600000.0
Negombo,land,0,0,8876,115100000.0
Negombo,house,4,5,1014,29800000.0
Kurunegala,apartment,5,2,3104,51700000.0
Colombo,apartment,3,4,2140,95900000.0
Dehiwala,apartment,4,3,4381,134900000.0
Dehiwala,house,2,2,2705,69900000.0
Nugegoda,house,1,1,1995,47700000.0
Gampaha,apartment,3,1,1192,27300000.0
Rajagiriya,house,3,3,4452,134000000.0
Negombo,land,0,0,1562,19000000.0
Kandy,house,1,1,1866,34000000.0
Kandy,land,0,0,5727,62500000.0
Kurunegala,house,4,1,2079,31400000.0
Kurunegala,house,5,5,4237,63800000.0
Negombo,house,1,2,1938,37900000.0
Nugegoda,apartment,1,2,2286,63700000.0
Rajagiriya,apartment,4,5,2025,80900000.0
Battaramulla,house,3,2,1017,31600000.0
Kurunegala,apartment,2,3,1020,20400000.0
Dehiwala,house,3,3,4931,129800000.0
Battaramulla,house,5,1,3402,86600000.0
Nugegoda,apartment,5,6,1859,62600000.0
Colombo,house,2,1,3196,117800000.0
Nugegoda,apartment,3,3,1552,51800000.0
Rajagiriya,house,4,1,3757,116200000.0
Kandy,house,1,2,1901,32900000.0
Kurunegala,land,0,0,9402,75100000.0
Gampaha,apartment,5,1,4705,91700000.0
Gampaha,house,5,1,1437,29000000.0
Kandy,house,1,1,4468,76800000.0
Gampaha,apartment,3,3,4458,87200000.0
Kurunegala,apartment,4,5,4279,72200000.0
Battaramulla,house,5,5,4586,126700000.0
Kurunegala,apartment,2,2,4630,68200000.0
Kurunegala,house,5,4,4633,68900000.0
Dehiwala,house,3,3,1092,34700000.0
Rajagiriya,apartment,2,2,2919,107500000.0
Dehiwala,apartment,3,2,2265,71200000.0
Battaramulla,house,1,2,3730,89000000.0
Dehiwala,apartment,4,5,789,34500000.0
Negombo,house,5,5,2967,67800000.0
Battaramulla,land,0,0,9650,159500000.0
Nugegoda,apartment,3,4,3261,98200000.0
Nugegoda,apartment,4,2,2171,71100000.0
Battaramulla,apartment,1,2,1587,48500000.0
Galle,house,3,1,2477,49200000.0
Battaramulla,house,5,5,3697,103900000.0
Negombo,land,0,0,9774,118400000.0
Colombo,house,1,1,4944,175000000.0
Rajagiriya,house,3,4,3024,90000000.0
Dehiwala,house,5,3,3486,95300000.0
Negombo,land,0,0,6311,77900000.0
Dehiwala,land,0,0,3924,65900000.0
Dehiwala,apartment,3,1,3933,126000000.0
Negombo,house,5,5,3172,70200000.0
Kurunegala,house,5,4,2164,37200000.0
Rajagiriya,house,3,1,1504,50000000.0
Dehiwala,house,4,2,2796,80000000.0
Galle,house,5,4,1357,36000000.0
Negombo,house,4,3,2664,59700000.0
Colombo,house,3,1,2805,101300000.0
Kandy,house,5,3,2001,40500000.0
Battaramulla,house,3,1,3354,87300000.0
Galle,house,4,1,4469,81400000.0
Colombo,apartment,1,1,2230,100100000.0
Galle,house,1,2,4506,83300000.0
Colombo,house,3,1,2251,80900000.0
Dehiwala,house,1,2,1791,46100000.0
Battaramulla,house,3,1,3815,98600000.0
Negombo,house,4,1,773,21800000.0
Nugegoda,house,5,1,2235,62500000.0
Battaramulla,apartment,1,2,1506,48900000.0
Colombo,land,0,0,7487,184500000.0
Gampaha,house,3,4,1056,23900000.0
Negombo,land,0,0,5341,65000000.0
Negombo,house,5,4,3946,86000000.0
Dehiwala,apartment,2,3,818,29500000.0
Galle,house,3,4,4348,85300000.0
Dehiwala,house,5,5,2228,68500000.0
Kandy,house,4,5,2946,58900000.0
Gampaha,house,3,1,1042,21200000.0
Battaramulla,land,0,0,3593,62600000.0
Kandy,apartment,3,4,3828,80600000.0
Battaramulla,apartment,4,5,2201,77900000.0
Colombo,house,2,3,2481,95400000.0
Galle,house,1,1,4641,81300000.0
Gampaha,house,4,5,3442,62300000.0
Galle,land,0,0,2525,29100000.0
Rajagiriya,house,2,1,2483,74800000.0
Rajagiriya,apartment,1,2,3409,114800000.0
Colombo,apartment,2,1,2610,114100000.0
Dehiwala,apartment,3,2,4081,130200000.0
Nugegoda,house,1,2,4087,101200000.0
Galle,house,3,1,1079,24700000.0
Gampaha,land,0,0,2793,28200000.0
Kandy,land,0,0,7170,80400000.0
Nugegoda,house,4,3,969,31300000.0
Dehiwala,apartment,4,2,845,32600000.0
Kurunegala,house,3,2,2908,40300000.0
Colombo,house,5,6,3416,133800000.0
Dehiwala,house,3,3,839,29400000.0
Nugegoda,house,1,1,847,21600000.0
Gampaha,house,2,1,4216,69000000.0
Kurunegala,house,2,2,2566,35600000.0
Battaramulla,house,2,1,1808,49600000.0
Dehiwala,house,4,3,959,34000000.0
Kurunegala,house,4,2,4900,65600000.0
Kurunegala,house,1,2,2817,39200000.0
Colombo,house,4,3,4081,154100000.0
Gampaha,house,2,1,4121,62700000.0
Colombo,house,3,4,4286,156500000.0
Gampaha,house,4,4,1726,37400000.0
Kurunegala,apartment,1,1,857,14800000.0
Negombo,house,5,2,3161,65000000.0
Kurunegala,apartment,3,2,3796,61300000.0
Nugegoda,land,0,0,6411,101300000.0
Nugegoda,apartment,4,1,3083,95500000.0
Dehiwala,house,4,2,4009,107400000.0
Kandy,apartment,4,1,3892,81600000.0
Rajagiriya,house,5,5,1737,59100000.0
Rajagiriya,apartment,4,1,3558,121500000.0
Rajagiriya,apartment,1,2,3081,111900000.0
Kurunegala,house,1,2,2306,32100000.0
Galle,house,3,2,1154,26900000.0
Nugegoda,house,1,1,2344,56700000.0
Gampaha,apartment,2,1,1334,27400000.0
Kurunegala,apartment,4,2,1290,26800000.0
Kandy,house,2,3,4812,79600000.0
Kurunegala,apartment,1,2,1511,25800000.0
Battaramulla,house,2,3,4031,98900000.0
Dehiwala,house,4,2,3171,88900000.0
Kandy,house,5,1,4629,79700000.0
Gampaha,house,3,2,1851,34700000.0
Colombo,apartment,5,4,4852,216900000.0
Dehiwala,house,2,3,3626,95600000.0
Colombo,house,3,4,4872,170200000.0
Rajagiriya,land,0,0,6055,118700000.0
Nugegoda,apartment,5,1,4177,120600000.0
Galle,house,4,2,2290,49000000.0
Rajagiriya,land,0,0,5756,107900000.0
Colombo,house,1,1,4761,168100000.0
Kandy,house,3,3,2505,45700000.0
Gampaha,house,2,2,4707,78100000.0
Nugegoda,house,3,4,2154,59200000.0
Rajagiriya,land,0,0,2137,39800000.0
Kurunegala,house,3,3,3404,46800000.0
Colombo,land,0,0,3063,74000000.0
Kandy,apartment,4,1,4220,87100000.0
Battaramulla,house,3,3,1317,39100000.0
Gampaha,house,1,2,3643,60700000.0
Nugegoda,land,0,0,9120,141800000.0
Battaramulla,apartment,3,4,2664,88400000.0
Kandy,house,2,2,2031,36400000.0
Kandy,apartment,2,2,3526,76200000.0
Colombo,apartment,4,1,2892,132800000.0
Galle,apartment,3,1,1511,36700000.0
Negombo,apartment,4,3,2681,66400000.0
Gampaha,house,2,2,1953,32900000.0
Kandy,house,2,3,1232,25200000.0
Gampaha,house,3,2,3148,56300000.0
Kurunegala,house,5,2,1939,32200000.0
Battaramulla,house,5,2,3652,99900000.0
Galle,apartment,5,1,2922,70200000.0
Galle,apartment,3,3,1329,34900000.0
Colombo,house,5,4,4110,156200000.0
Battaramulla,apartment,5,4,2970,99500000.0
Galle,apartment,2,3,4589,98400000.0
Dehiwala,land,0,0,8540,150800000.0
Colombo,apartment,5,4,3116,142600000.0
Nugegoda,apartment,5,4,1831,59200000.0
Rajagiriya,house,5,1,4403,129700000.0
Colombo,house,1,1,2958,103800000.0
Colombo,house,1,1,4827,164100000.0
Negombo,apartment,3,3,1399,36900000.0
Dehiwala,house,4,4,1728,53300000.0
Galle,house,5,2,1697,39200000.0
Negombo,house,5,4,2591,55900000.0
Colombo,apartment,4,2,2606,113300000.0
Kandy,house,2,2,921,20100000.0
Negombo,house,4,4,1799,42500000.0
Kurunegala,house,3,2,1211,22100000.0
Colombo,house,3,3,2684,105000000.0
Kandy,house,2,2,1914,37200000.0
Galle,apartment,1,1,3210,67500000.0
Negombo,apartment,2,3,2150,53500000.0
Negombo,house,2,3,1454,32000000.0
Nugegoda,apartment,5,4,1504,53600000.0
Rajagiriya,house,2,3,2473,78300000.0
Gampaha,house,2,2,4631,72100000.0
Rajagiriya,land,0,0,4648,90500000.0
Galle,apartment,2,1,4089,87800000.0
Dehiwala,house,3,4,3653,100900000.0
Dehiwala,apartment,4,2,2142,75000000.0
Colombo,apartment,3,2,4264,189100000.0
Gampaha,land,0,0,9621,98700000.0
Colombo,apartment,2,1,1800,80500000.0
Kurunegala,house,5,2,3167,45900000.0
Negombo,house,1,1,1519,30000000.0
Colombo,house,2,2,4174,153200000.0
Kurunegala,house,1,1,1935,26800000.0
Rajagiriya,land,0,0,5301,102500000.0
Dehiwala,apartment,1,1,3928,118500000.0
Nugegoda,house,5,4,3288,88200000.0
Battaramulla,house,2,3,1056,32700000.0
Dehiwala,house,1,2,1415,39600000.0
Rajagiriya,house,3,1,4758,145000000.0
Galle,apartment,4,4,4780,112200000.0
Galle,apartment,3,4,4473,100100000.0
Dehiwala,house,2,3,892,28100000.0
Kandy,house,3,1,3298,56300000.0
Dehiwala,apartment,3,3,1699,60900000.0
Galle,apartment,3,3,3085,71100000.0
Negombo,house,3,2,2965,61600000.0
Kurunegala,house,1,1,4515,56400000.0
Negombo,house,3,1,1158,26300000.0
Dehiwala,apartment,3,2,883,33400000.0
Nugegoda,house,2,1,2832,69200000.0
Nugegoda,house,4,5,3346,85300000.0
Galle,apartment,4,4,3276,79700000.0
Dehiwala,apartment,3,3,4307,133400000.0
Dehiwala,house,1,2,1472,39500000.0
Nugegoda,land,0,0,6645,104000000.0
Kandy,house,5,1,2929,54200000.0
Kandy,house,4,5,3281,66300000.0
Galle,land,0,0,3280,39900000.0
Battaramulla,apartment,2,3,3537,111000000.0
Rajagiriya,house,1,1,1075,33600000.0
Battaramulla,house,1,1,898,24900000.0
Kandy,house,2,2,4217,75200000.0
Gampaha,house,5,6,1442,35100000.0
Colombo,land,0,0,9730,232400000.0
Negombo,house,5,2,1992,43400000.0
Negombo,apartment,2,2,4821,107400000.0
Colombo,house,5,1,970,43000000.0
Nugegoda,house,3,4,3365,86300000.0
Galle,house,3,2,3485,69000000.0
Battaramulla,apartment,1,1,893,28000000.0
Kurunegala,house,1,2,3977,52300000.0
Galle,apartment,4,2,1694,41200000.0
Gampaha,apartment,5,4,1833,44500000.0
Rajagiriya,apartment,2,3,2839,96800000.0
Kandy,house,4,3,3744,68300000.0
Rajagiriya,house,1,1,1928,59200000.0
Gampaha,house,2,3,816,18500000.0
Rajagiriya,house,5,6,1362,52800000.0
Galle,apartment,1,2,1699,38000000.0
Kandy,house,3,2,4592,78300000.0
Colombo,house,1,2,3147,110600000.0
Nugegoda,house,4,1,1059,31900000.0
Colombo,house,5,5,765,37900000.0
Negombo,house,5,2,1644,38600000.0
Galle,apartment,3,1,3805,82600000.0
Rajagiriya,house,4,3,3165,95600000.0
Nugegoda,apartment,4,2,3076,97300000.0
Galle,house,2,1,4347,76500000.0
Battaramulla,apartment,3,4,2729,83400000.0
Kurunegala,house,5,3,4414,66600000.0
Rajagiriya,apartment,5,4,881,41000000.0
Battaramulla,house,3,1,4146,105100000.0
Gampaha,house,5,6,2766,53400000.0
Negombo,house,5,3,1838,42600000.0
Kurunegala,house,4,2,1078,21600000.0
Dehiwala,house,1,2,2813,73800000.0
Battaramulla,house,5,5,4041,111100000.0
Nugegoda,house,2,3,1154,32900000.0
Rajagiriya,land,0,0,5107,100600000.0
Negombo,house,2,1,1363,28800000.0
Rajagiriya,apartment,1,1,4792,159300000.0
Rajagiriya,house,4,2,2201,72900000.0
Negombo,house,4,5,4025,87400000.0
Rajagiriya,land,0,0,4030,82700000.0
Battaramulla,house,3,3,3741,92600000.0
Galle,apartment,1,1,1937,41400000.0
Gampaha,apartment,2,3,4036,78000000.0
Kurunegala,house,3,3,3886,56500000.0
Rajagiriya,house,2,1,3914,115200000.0
Battaramulla,house,5,2,1340,43100000.0
Colombo,apartment,5,6,4779,218700000.0
Kurunegala,apartment,2,1,4520,67800000.0
Colombo,house,2,1,1433,53500000.0
Negombo,apartment,1,2,1783,40600000.0
Nugegoda,house,3,1,920,25700000.0
Rajagiriya,house,4,3,1841,59700000.0
Kandy,apartment,2,2,986,23100000.0
Kurunegala,house,2,3,3897,50200000.0
Gampaha,apartment,2,3,3882,74800000.0
Rajagiriya,house,4,2,4853,146800000.0
Kandy,house,3,3,811,20000000.0
Kurunegala,apartment,4,5,3403,57400000.0
Galle,apartment,3,4,2960,71000000.0
Negombo,house,4,5,813,26100000.0
Rajagiriya,apartment,2,3,4080,149100000.0
Kurunegala,house,2,3,1029,17800000.0
Kandy,house,4,2,3970,70900000.0
Dehiwala,house,5,5,4174,112900000.0
Kurunegala,apartment,2,3,3561,59700000.0
Dehiwala,apartment,5,1,3639,122000000.0
Dehiwala,house,1,2,3223,80300000.0
Colombo,apartment,5,3,1344,66200000.0
Kurunegala,house,4,2,3211,46900000.0
Battaramulla,house,5,1,2417,65300000.0
Battaramulla,house,3,2,4807,119300000.0
Dehiwala,house,1,1,1968,51100000.0
Rajagiriya,apartment,2,3,3488,119900000.0
Battaramulla,house,1,2,1244,34300000.0
Nugegoda,house,3,3,4987,118200000.0
Colombo,apartment,5,6,3446,160600000.0
Kandy,house,2,1,3345,55100000.0
Galle,apartment,5,5,1079,35300000.0
Nugegoda,house,5,2,2537,70000000.0
Galle,house,4,4,2553,52200000.0
Nugegoda,apartment,2,3,4504,124000000.0
Dehiwala,apartment,4,4,966,40300000.0
Kurunegala,house,5,1,1649,27800000.0
Kurunegala,apartment,4,4,4800,77100000.0
Colombo,house,1,1,1974,68000000.0
Galle,land,0,0,8720,106200000.0
Kandy,apartment,5,4,1104,32600000.0
Colombo,house,1,1,3429,126100000.0
Rajagiriya,house,4,5,2281,75700000.0
Colombo,land,0,0,9584,239400000.0
Galle,house,4,1,2542,47800000.0
Galle,apartment,2,1,4086,87500000.0
Negombo,apartment,4,1,2034,50500000.0
Battaramulla,house,1,2,4997,118900000.0
Galle,house,2,3,3444,65400000.0
Battaramulla,house,1,2,1471,37800000.0
Kurunegala,apartment,4,1,839,18800000.0
Battaramulla,apartment,5,2,4802,150400000.0
Dehiwala,land,0,0,8041,139400000.0
Gampaha,apartment,5,2,2051,44600000.0
Colombo,apartment,1,2,1069,49900000.0
Dehiwala,apartment,4,2,1250,46300000.0
Colombo,apartment,1,2,2468,108100000.0
Rajagiriya,house,1,2,3463,96000000.0
Gampaha,apartment,5,6,3951,85100000.0
Gampaha,house,5,1,3726,64800000.0
Negombo,apartment,1,1,4154,90300000.0
Kurunegala,house,3,2,4803,64800000.0
Gampaha,house,2,3,1214,25000000.0
Negombo,house,5,3,1341,34200000.0
Battaramulla,house,5,4,1083,39300000.0
Rajagiriya,apartment,5,2,1482,60400000.0
Galle,house,4,1,1948,40000000.0
